User,Location,Tweet,Num of Friend,Num of Followers,Total Tweets by user,Account Created at,Tweet Created at,Num of Retweet,hashtags in the tweet
ShivaaniKTalwar,,@hardikpandya7 Why is HP being allowed to bring Politics into sports @BCCI @IPL @SGanguly99 ? Just to please a frie… https://t.co/XmBeD53Knm,336,1975,52822,40870.3292,44130.71336,0,[]
nfarooqPT,"Lahore, Pakistan","Muslim lives matters as much as black lives matter, as much white lives matter as much as any other life in this un… https://t.co/sgeU8eQ31e",104,37,74,42006.46142,44130.71031,0,[]
earlson888,depends on the day,@KITV4 why do you allow @maziehirono to lie to Hawaii people? Would democrats not put liberal judges on court? So w… https://t.co/qOie6SaQyH,194,77,8240,39923.92564,44130.70459,0,[]
MauriceDFWGames,,@degraffpeter @dallascowboys @Kaepernick7 We dont need an anti-America circus. We'll be alright. Dalton hopefully i… https://t.co/gbTMb8leX8,75,91,725,40058.05998,44130.7042,0,[]
christopherwdc7,United States,"Dont Be SILLY, 😂😄😃😂

HeHe !!! 😸

#AllLivesMatter",3218,1089,12412,43537.99661,44130.69837,0,"[{'text': 'AllLivesMatter', 'indices': [33, 48]}]"
RichardG0930,,"@rawsmedia @occupydc202 @FFDC2020 I want to thank you guys for doing this.  The more you block streets, riot in cit… https://t.co/gJpWQsES1k",14,9,1194,42274.04845,44130.69794,0,[]
rodrigo_tita,sarf London innit,@RosaParks2021 @MahyarTousi #AllLivesMatter so fuck BLM,276,220,1029,43977.83958,44130.69236,0,"[{'text': 'AllLivesMatter', 'indices': [28, 43]}]"
ifaanuifaanu,,@YarKafanchan @kikimordi pathetic #EndSARS #alllivesmatter #reforms,175,19,655,44115.39441,44130.688,0,"[{'text': 'EndSARS', 'indices': [34, 42]}, {'text': 'alllivesmatter', 'indices': [43, 58]}, {'text': 'reforms', 'indices': [59, 67]}]"
Christ091911,,#BIBLESsTUDY #CHRISTRIDERZ #CHRISTSTRONG #LITERALLY #ALLLIVESMATTER #CHRISTRIDERZ 😇💙🌈🌈💜🙏😇 @biblegateway @YouVersion… https://t.co/hSSRsfwQbs,1600,89,3273,43718.44564,44130.685,0,"[{'text': 'BIBLESsTUDY', 'indices': [0, 12]}, {'text': 'CHRISTRIDERZ', 'indices': [13, 26]}, {'text': 'CHRISTSTRONG', 'indices': [27, 40]}, {'text': 'LITERALLY', 'indices': [41, 51]}, {'text': 'ALLLIVESMATTER', 'indices': [52, 67]}, {'text': 'CHRISTRIDERZ', 'indices': [68, 81]}]"
ThatGirl_Lloyd,Bae's big black dick ,And yet there’s not been a peep from the #alllivesmatter or #bluelivesmatter folks. These ppl were planning to kill… https://t.co/kGtJktJ6ne,1092,1200,58764,40171.11289,44130.68133,0,"[{'text': 'alllivesmatter', 'indices': [41, 56]}, {'text': 'bluelivesmatter', 'indices': [60, 76]}]"
moralcrusades,UK,"@wef Ah, i see! So, it’s a scenario much like the Rockerfella lockstep scenario that we are seeing today!? 
How abo… https://t.co/Lsyh10i07m",210,138,3164,43061.97547,44130.68128,3,[]
vmill707,,"@NHushlaRe @marylupienroc Leave it to a white lady to call me spanky, Karen, terrorist, misogynist, racist, etc all… https://t.co/mwIBEtZ5BY",182,43,972,42021.91016,44130.67646,0,[]
AbaReform,,@d_a_keldsen @shannonrosa @thinkingautism So what you're saying is #notallaba...do you also spout #notallcops and… https://t.co/u6D3FsVmqY,80,106,244,43916.81376,44130.67058,0,"[{'text': 'notallaba', 'indices': [67, 77]}, {'text': 'notallcops', 'indices': [98, 109]}]"
azamuddin_azman,Malaysia,@aiman_theo_ hshaahs thank you theo! 😜😜😝 #AllLivesMatter,201,208,507,42816.5227,44130.66919,0,"[{'text': 'AllLivesMatter', 'indices': [41, 56]}]"
FlourishScribe,,"Is White a color....hmmmmm
#minorities #minoritiesunite #alllivesmatter #icommit #lgbt

#On-Notice https://t.co/QAY81u4hil",40,4,862,43169.9919,44130.66823,0,"[{'text': 'minorities', 'indices': [27, 38]}, {'text': 'minoritiesunite', 'indices': [39, 55]}, {'text': 'alllivesmatter', 'indices': [56, 71]}, {'text': 'icommit', 'indices': [72, 80]}, {'text': 'lgbt', 'indices': [81, 86]}, {'text': 'On', 'indices': [88, 91]}]"
abdulkhawaja101,Edmonton ,Freeing of enslaved men and women was encourage in Islam and was understood to be a way to expiate sins. … https://t.co/6ZfhXbNXqq,701,497,93251,41812.64972,44130.66362,0,[]
alfields2,,"👍👍
Jackie Lacey for D.A.
#alllivesmatter 
https://t.co/6Fp6SpxRU5",182,119,3978,39909.10513,44130.66175,0,"[{'text': 'alllivesmatter', 'indices': [25, 40]}]"
hardcoreBTSARMY,,"@asvprnbiebs @toldbylea So ERYKAHHHH.....Being xenophobic.

But she will trend
#AllLivesMatter 
I got it",75,26,2974,43612.09973,44130.66142,0,"[{'text': 'AllLivesMatter', 'indices': [79, 94]}]"
Outhere,"Arizona ---USA,",#AllLivesMatter #Beneghazi #Law&amp;Order Happy Brithday Hillary! #Beneghaziain'tgoingaway,10138,9224,267144,39986.72046,44130.63785,0,"[{'text': 'AllLivesMatter', 'indices': [0, 15]}, {'text': 'Beneghazi', 'indices': [16, 26]}, {'text': 'Law', 'indices': [27, 31]}, {'text': 'Beneghaziain', 'indices': [66, 79]}]"
RNRCalifornia,United States,@Dryad90 #BlackLivesMatter #BLM is a Hoax. #AllLivesMatter ✅,8268,7611,11403,42016.08619,44130.63728,0,"[{'text': 'BlackLivesMatter', 'indices': [9, 26]}, {'text': 'BLM', 'indices': [27, 31]}, {'text': 'AllLivesMatter', 'indices': [43, 58]}]"
TeamDunlevy,,"NEW YORK POST OFFICIALLY ENDORSES PRESIDENT TRUMP.

#FoxNews #Trump2020 #rva #AllLivesMatter #NewYorkPost",351,357,7467,41132.7515,44130.62802,0,"[{'text': 'FoxNews', 'indices': [52, 60]}, {'text': 'Trump2020', 'indices': [61, 71]}, {'text': 'rva', 'indices': [72, 76]}, {'text': 'AllLivesMatter', 'indices': [77, 92]}, {'text': 'NewYorkPost', 'indices': [93, 105]}]"
CynsTreat,"California, USA","@betty1937 @DonaldJTrumpJr I watched the new Federal Building go up in Honolulu, the new eating/dance places, condo… https://t.co/rNZt89sUAs",38,93,19244,42122.88965,44130.6269,0,[]
RacialReduce,,"All Life Matters #alllivesmatter #alllifematters October 26, 2020 at 11:00AM https://t.co/E0izLW0R7G",47,3,123,44011.60403,44130.62512,0,"[{'text': 'alllivesmatter', 'indices': [17, 32]}, {'text': 'alllifematters', 'indices': [33, 48]}]"
TwFar,"Golden, CO","Things are Happening Twitter.  Care to get involved with the Truth? NO????  Why NOT!

#maga2020… https://t.co/iVpu3rGEJU",2032,1913,4092,41147.73271,44130.62398,0,"[{'text': 'maga2020', 'indices': [86, 95]}]"
sydney2303r,,"@MercedesAMGF1 @PET_Motorsports @LewisHamilton What has colour got to do with this?
Stupid remark.
#AllLivesMatter",153,55,5470,41914.33616,44130.62338,0,"[{'text': 'AllLivesMatter', 'indices': [99, 114]}]"
money_swami,Bieberland,@imMAK02 Why always type muslim and Dalits .. all r #human #AllLivesMatter,2962,1184,27395,42579.58992,44130.62272,0,"[{'text': 'human', 'indices': [52, 58]}, {'text': 'AllLivesMatter', 'indices': [59, 74]}]"
Alleninvest,London,"Extremist anti-white anti-British (both express aims) #BLM applies to be a political party in the #UK: ""Back our ra… https://t.co/WhNEJTZHEv",4920,2226,75040,41383.70237,44130.62101,0,"[{'text': 'BLM', 'indices': [54, 58]}, {'text': 'UK', 'indices': [98, 101]}]"
DebateableLands,The Borders,"Hang on. I thought the slogan #AllLivesMatter was racist. 

#BlackLivesMatter appear to want to use it. https://t.co/BLrefrWBXh",19,2,171,44120.31956,44130.61031,0,"[{'text': 'AllLivesMatter', 'indices': [30, 45]}, {'text': 'BlackLivesMatter', 'indices': [60, 77]}]"
CynsTreat,"California, USA",@BauJosephine @MitchellMcCall7 @austinramzy @S_Rabinovitch @CanadianPM @erinotoole @theJagmeetSingh For Fact Checki… https://t.co/Kt6OimvAoe,38,93,19244,42122.88965,44130.60712,0,[]
WasStill,,"@OfficialRUFC Right there in the middle para
""STAND against all forms of racism""
STAND is the clue here!
Why then d… https://t.co/mXB4L8U9XN",515,302,2664,44086.55253,44130.60469,0,[]
Chadlad1,West Yorkshire,"@MartinDaubney @ElectoralCommUK Hopefully now, the overpaid, undereducated people that partake in 'taking the knee'… https://t.co/6ikxNw4RS5",3976,1866,31689,39937.8158,44130.60316,0,[]
asian_archives,,Hi #republicans I’m 20 years old and I need money for conversion therapy. The place I was looking at runs about $30… https://t.co/SQawZbu2rw,179,116,7076,41888.01941,44130.60019,1,"[{'text': 'republicans', 'indices': [3, 15]}]"
mi_avinash5,India,"@hardikpandya7 Chal bro-sri 
Why only #BlackLivesMatter?
#AllLivesMatter",106,6,1029,41282.1922,44130.59933,0,"[{'text': 'BlackLivesMatter', 'indices': [38, 55]}, {'text': 'AllLivesMatter', 'indices': [57, 72]}]"
ullsteinbild,"Berlin, Germany","""making of"" Montage - Mt Rushmore https://t.co/kn44VngGSQ via @YouTube 

#President #Trump #donaldtrump #uselection… https://t.co/PyVchx5dtr",325,780,2507,39952.39836,44130.59576,0,"[{'text': 'President', 'indices': [73, 83]}, {'text': 'Trump', 'indices': [84, 90]}, {'text': 'donaldtrump', 'indices': [91, 103]}, {'text': 'uselection', 'indices': [104, 115]}]"
NormStripes,,"@Niran_Dekoya @dbongino It's coming. Open your eyes, clean out your ears, and open your heart. #AllLivesMatter",113,6,97,41404.55613,44130.59557,0,"[{'text': 'AllLivesMatter', 'indices': [95, 110]}]"
alliemarie777,United States,"When it comes to the CDC constantly changing recommendations w/regard to #COVID the Left screams ""it's  eVoLviNg.… https://t.co/IbUKSRvxmF",4929,6115,64567,40359.92567,44130.59512,1,"[{'text': 'COVID', 'indices': [73, 79]}]"
Svayambho, India,#welldoneFrance kudos for calling a spade a spade while the Westers developed nations are ignoring the elephant in… https://t.co/wJR0IbUpTv,36,108,3611,40126.45321,44130.59503,0,"[{'text': 'welldoneFrance', 'indices': [0, 15]}]"
DW_SportsReaper,United States,"I LOVE THIS!!! This election isn't about Black or White, it's not about systemic racism or white privilege. This El… https://t.co/K7nkM4hb4T",1160,301,6154,42443.56404,44130.59398,0,[]
KyleJoh24376388,"Balti. ,MD, Behind enemy lines","@realDonaldTrump Well, what do u expect Mr.Prez. Thats the only thing they got LEFT. (PUN INTENDED)
#MAGA2020… https://t.co/mmglc6oFFC",196,64,4180,42907.18367,44130.5916,0,"[{'text': 'MAGA2020', 'indices': [100, 109]}]"
BeingWhiteIsGr8,,It's still OK to be white in 2017. #BlackLivesMatter #Feminism #CNN #Trump #Islam #HillaryClinton #BernieSanders… https://t.co/RHsRp45B7n,0,28,5668,43089.97859,44130.58933,0,"[{'text': 'BlackLivesMatter', 'indices': [35, 52]}, {'text': 'Feminism', 'indices': [53, 62]}, {'text': 'CNN', 'indices': [63, 67]}, {'text': 'Trump', 'indices': [68, 74]}, {'text': 'Islam', 'indices': [75, 81]}, {'text': 'HillaryClinton', 'indices': [82, 97]}, {'text': 'BernieSanders', 'indices': [98, 112]}]"
Natedubb2,United States,Looks much better now😂 #AllLivesMatter https://t.co/M23UFnN1Dy,2263,2749,12478,43340.7413,44130.58874,0,"[{'text': 'AllLivesMatter', 'indices': [23, 38]}]"
anushthisingh,अखंड भारत,Ooo yaa... Because it's international hastag so everyone support to get international... What about… https://t.co/Jjfrxvf9J4,762,1431,6075,43746.29316,44130.58755,1,[]
americanplbgla,"Baton Rouge, LA",Have a high water bill?  You may just have a toilet flapper leaking through.  Call American Plumbing today!… https://t.co/Kgmvl6IL1F,165,49,6222,40506.87309,44130.58719,0,[]
americanplbgla,"Baton Rouge, LA",Have a high water bill?  You may just have a toilet flapper leaking through.  Call American Plumbing today!… https://t.co/uy7s6tePoD,165,49,6222,40506.87309,44130.58693,0,[]
RiteshKumar_IND,Land of Shahi Lychee ,Stop politicizing Cricket #AllLivesMatter https://t.co/GGuasyZd8u,383,342,10276,40260.4252,44130.58424,0,"[{'text': 'AllLivesMatter', 'indices': [26, 41]}]"
FlourishScribe,,"It is really simple, do something to us yes, for us no. We'll take control of our own future.
#minorities… https://t.co/un3V3MZIQD",40,4,862,43169.9919,44130.58405,0,"[{'text': 'minorities', 'indices': [94, 105]}]"
afronola,NOLA,"Fox News investigation crushes Hunter Biden smear: ""found no role for Joe Biden""
The admission was made by Fox News… https://t.co/3mqaX58tvQ",2528,1764,188462,40428.62126,44130.58285,0,[]
YasashwiV,,In my opinion there should be nothing such as #BlackLivesMatter cuz this makes a huge difference between the blacks… https://t.co/sD94yHPECi,14,2,107,44049.47433,44130.58223,0,"[{'text': 'BlackLivesMatter', 'indices': [46, 63]}]"
ProperDemocrat,East of England,"@SkySportsPL @premierleague @CEO4TAG 

This was always obvious. You have stoked division in our society and within… https://t.co/drmQtZWgdR",851,1640,72752,42973.58138,44130.58203,0,[]
joshuamalinowsk,"Pennsylvania, USA",True Christianity - Revealing Christ In The Midst Of Darkness https://t.co/Z8VvJgV4pu via @YouTube #Bible… https://t.co/JHjDOfcNmL,816,326,1151,41664.03389,44130.57817,0,"[{'text': 'Bible', 'indices': [99, 105]}]"
GKapoor20,"Amritsar, India","Why ? Martyr Mohammed Ashraf, Palghar sadhus, Rahul, Ankit Sharma, Dilber Negi etc, their lives didn't matter ?… https://t.co/Q7I7J2thib",2335,2335,3121,42456.85293,44130.57648,22,[]
RonnyFerrier,,"Soon in the a town near you!

#MAGA #Trump2020 #mondkapjes #AllLivesMatter  #HunterBidenPEDO  #HCQW0RKS… https://t.co/KCSTUScltQ",660,359,4257,43290.71192,44130.57487,0,"[{'text': 'MAGA', 'indices': [30, 35]}, {'text': 'Trump2020', 'indices': [36, 46]}, {'text': 'mondkapjes', 'indices': [47, 58]}, {'text': 'AllLivesMatter', 'indices': [59, 74]}, {'text': 'HunterBidenPEDO', 'indices': [76, 92]}, {'text': 'HCQW0RKS', 'indices': [94, 103]}]"
chaitras117,भारत,"What about #PalgharSadhuLynching ?
Why is nobody talking about it now?

#BlackLivesMatter 
#AllLivesMatter https://t.co/l4fyR6G9oY",741,27,546,43051.3451,44130.57457,1,"[{'text': 'PalgharSadhuLynching', 'indices': [11, 32]}, {'text': 'BlackLivesMatter', 'indices': [72, 89]}, {'text': 'AllLivesMatter', 'indices': [91, 106]}]"
MrVirtueSignal,Britain / Ireland,Having been told for years that the phrase #AllLivesMatter is a racist #dogwhistle I am genuinely surprised that it… https://t.co/51STS3F3GR,1475,545,25933,42832.54365,44130.57418,0,"[{'text': 'AllLivesMatter', 'indices': [43, 58]}, {'text': 'dogwhistle', 'indices': [71, 82]}]"
sparkyb1,"Sept 2020: Now PERTH, ON 🇨🇦",#IWillVote https://t.co/b6eFPz8Qwb #VoteLikeYourLifeDependsOnIt #VoteBidenHarris2020 #BidenCares Bring back to the… https://t.co/1YzJrzAdaY,4999,2960,68884,40685.14003,44130.57382,1,"[{'text': 'IWillVote', 'indices': [0, 10]}, {'text': 'VoteLikeYourLifeDependsOnIt', 'indices': [35, 63]}, {'text': 'VoteBidenHarris2020', 'indices': [64, 84]}, {'text': 'BidenCares', 'indices': [85, 96]}]"
Wideopenspace5,Loughborough ,@Nclarke30 Seems like they aren't #AllLivesMatter after all.,104,5,771,44097.98925,44130.57314,0,"[{'text': 'AllLivesMatter', 'indices': [34, 49]}]"
vegasnextyear2,,"@ianweatherell 
#AllLivesMatter 
#StandWithIsrael 
#Trump2020 
And of course
#Bluelivesmatter",747,207,1380,43725.95675,44130.57242,0,"[{'text': 'AllLivesMatter', 'indices': [16, 31]}, {'text': 'StandWithIsrael', 'indices': [33, 49]}, {'text': 'Trump2020', 'indices': [51, 61]}, {'text': 'Bluelivesmatter', 'indices': [77, 93]}]"
saifkhan1_mo,"Auckland, New Zealand",No I’m not a white supremacist neither am I a Anc or blm and antifa supporter I am a messenger of God giving the tr… https://t.co/ei2Gh6SAIr,533,160,12566,42067.48116,44130.57137,0,[]
vmill707,,"@NHushlaRe @marylupienroc After I thought about it, I dont really know if u had an issue with ""young"" or ""lady"" or… https://t.co/QsRmPk8km5",182,43,972,42021.91016,44130.5708,0,[]
BenThomWood,"Peterborough, England",@MartinDaubney @ElectoralCommUK This then will mean democracy will categorise which level this racist party will be… https://t.co/lSgTLqOlkv,1055,844,42498,40567.58341,44130.57058,0,[]
imaroguepilot,"Fort Worth, TX","They're mad at #BlackLivesMatter because they think that it demeans white people and the ""All"" in #AllLivesMatter i… https://t.co/ZiPb00dPws",1170,38,4551,43800.75813,44130.57007,0,"[{'text': 'BlackLivesMatter', 'indices': [15, 32]}, {'text': 'AllLivesMatter', 'indices': [98, 113]}]"
Tony70396535,"Compton, CA",Michael Jackson - Black Or White (Official Video - Shortened Version) https://t.co/fsK7k2UTXj via @YouTube… https://t.co/7ysoCFltL0,65,14,678,43954.61728,44130.56847,0,[]
HarunAli_30,Serie A ,#AllLivesMatter until it comes to the lives of innocent little kids who are going hungry at the hands of the govern… https://t.co/zQWsqsxe94,518,1292,39098,43524.34637,44130.56751,1,"[{'text': 'AllLivesMatter', 'indices': [0, 15]}]"
rattler1978,USA,10.26.2020 - Florida has a COVID-19 TESTING POSITIVITY RATE of 13.08% (increase of ~ .01% today). Almost 3 x’s the… https://t.co/sF5rzMn6zP,370,374,2217,41188.91194,44130.56677,0,[]
Quest_Illusion,,Hi @JayShah @SGanguly99 @BCCI do you endorse politics in cricket? Do #AllLivesMatter to you or just… https://t.co/wxcKxXcPUi,44,9,1130,44019.59356,44130.56505,0,"[{'text': 'AllLivesMatter', 'indices': [69, 84]}]"
PricelessOpin,,"BORIS PLEASE SAVE CHRISTMAS!!!
.
Hate 2 do it but we MUST ALL GO INTO LOCKDOWN 2 BE IN SYNC WITH OUR NEIGHBOURS. We… https://t.co/itkm4n4AzJ",930,148,3722,41531.07905,44130.56462,0,[]
C_Wilson_Esq,The Planet Zog,"The racists here don't like it when you say #AllLivesMatter ...

... really quite sad.",156,24,1157,43906.83627,44130.56442,0,"[{'text': 'AllLivesMatter', 'indices': [44, 59]}]"
runamagnus,"Icelandic, globetrotter","""I am a Kindness Ambassador and a Racist... How does that work"" - spot-on insights from @NickHainesFive the co-crea… https://t.co/FFmHzKQBW8",3915,7981,15019,39825.7438,44130.56252,0,[]
afronola,NOLA,'Just like propaganda': the three men enabling Trump's voter fraud lies https://t.co/vQGVwqxP1B #2A #MAGA #KAG2020… https://t.co/fzdGBsygW4,2528,1764,188462,40428.62126,44130.56073,0,"[{'text': '2A', 'indices': [96, 99]}, {'text': 'MAGA', 'indices': [100, 105]}, {'text': 'KAG2020', 'indices': [106, 114]}]"
N23Gold,,My desire is not to have money my desire is to free my people meaning humanity! #AllLivesMatter #OWOourworldorder,406,350,10523,44071.75375,44130.5606,0,"[{'text': 'AllLivesMatter', 'indices': [80, 95]}, {'text': 'OWOourworldorder', 'indices': [96, 113]}]"
khandekar_manas,"Mumbai,Maharashtra","#BlackLivesMatter as a political party 🖤
Waiting for the day when there will be a political party called #AllLivesMatter 🙂❤️",38,53,321,43593.18646,44130.55804,0,"[{'text': 'BlackLivesMatter', 'indices': [0, 17]}, {'text': 'AllLivesMatter', 'indices': [105, 120]}]"
RobertChernin,,"Pretty easy choice really 

#vote #VoteInPerson #votered #trump2020 #AllLivesMatter #MAGA2020LandslideVictory https://t.co/sUD2BTfUys",7012,6775,842,43966.68925,44130.55142,0,"[{'text': 'vote', 'indices': [28, 33]}, {'text': 'VoteInPerson', 'indices': [34, 47]}, {'text': 'votered', 'indices': [48, 56]}, {'text': 'trump2020', 'indices': [57, 67]}, {'text': 'AllLivesMatter', 'indices': [68, 83]}, {'text': 'MAGA2020LandslideVictory', 'indices': [84, 109]}]"
bharat_putri,India,@hardikpandya7 Hellooooo. #AllLivesMatter not only black.,103,131,7693,40213.23788,44130.55041,0,"[{'text': 'AllLivesMatter', 'indices': [26, 41]}]"
AfricanKing4000,WorldWide BABY!,@AlexIden2 #AllLivesMatter in the bio but not when it comes down to starving kids in the half-term,332,169,3863,43861.05442,44130.55019,0,"[{'text': 'AllLivesMatter', 'indices': [11, 26]}]"
Texla14,United States,@whereiskennedy @SenBillCassidy fill that seat.  Seat #ACB on #SCOTUS  #VoteRED2020RemoveEveryDemocrat #AllLivesMatter #BackTheBlue,37,15,1087,44024.57627,44130.54874,0,"[{'text': 'ACB', 'indices': [54, 58]}, {'text': 'SCOTUS', 'indices': [62, 69]}, {'text': 'VoteRED2020RemoveEveryDemocrat', 'indices': [71, 102]}, {'text': 'AllLivesMatter', 'indices': [103, 118]}, {'text': 'BackTheBlue', 'indices': [119, 131]}]"
xtremekoool,,"WATCH: BLM Activists Assault Black Veteran, Steal American Flag in Los Angeles 
#BLMAntifaTerroristsThugs… https://t.co/pqBbLm3jOD",43,5,28266,41100.50649,44130.54796,1,"[{'text': 'BLMAntifaTerroristsThugs', 'indices': [80, 105]}]"
CricketGirl_45,Another Planet,@ImAsh045 Every one has their opinion &amp; yes they are not wrong tho #AllLivesMatter,80,50,873,44097.20682,44130.54774,0,"[{'text': 'AllLivesMatter', 'indices': [71, 86]}]"
BeingWhiteIsGr8,,It's Ok to be any race. #BlackLivesMatter #Feminism #CNN #Trump #Islam #HillaryClinton #BernieSanders #ItsOkToBeWhite #AllLivesMatter,0,28,5668,43089.97859,44130.54769,0,"[{'text': 'BlackLivesMatter', 'indices': [24, 41]}, {'text': 'Feminism', 'indices': [42, 51]}, {'text': 'CNN', 'indices': [52, 56]}, {'text': 'Trump', 'indices': [57, 63]}, {'text': 'Islam', 'indices': [64, 70]}, {'text': 'HillaryClinton', 'indices': [71, 86]}, {'text': 'BernieSanders', 'indices': [87, 101]}, {'text': 'ItsOkToBeWhite', 'indices': [102, 117]}, {'text': 'AllLivesMatter', 'indices': [118, 133]}]"
yaboiandro,Earth,@angelkindasorta White people experience racism daily it’s just we don’t burn down shit and riot like uneducated an… https://t.co/1jGDAPOpdf,372,129,2684,40689.47375,44130.54661,0,[]
RobertChernin,,"Progressives are already starting to eat their own.

#leftist #progresives #DemocratsTheEnemyWithin #BlacksForTrump… https://t.co/5Grxk3shbm",7012,6775,842,43966.68925,44130.54402,0,"[{'text': 'leftist', 'indices': [53, 61]}, {'text': 'progresives', 'indices': [62, 74]}, {'text': 'DemocratsTheEnemyWithin', 'indices': [75, 99]}, {'text': 'BlacksForTrump', 'indices': [100, 115]}]"
yaboiandro,Earth,"TWM-The White Movement has to begin! #AllLivesMatter 
Black people think they are are so much better then white peo… https://t.co/OiFwEa6lxb",372,129,2684,40689.47375,44130.53009,0,"[{'text': 'AllLivesMatter', 'indices': [37, 52]}]"
mnnbjp,TOKYO東京 ,"If you deny #Holocaust in #EU u will be prosecuted,but if u hurt the feelings of 1.9 billion #Muslims by defaming t… https://t.co/wnCoipqkTc",335,254,5808,40436.25803,44130.52903,4,"[{'text': 'Holocaust', 'indices': [12, 22]}, {'text': 'EU', 'indices': [26, 29]}, {'text': 'Muslims', 'indices': [93, 101]}]"
zara04994916,"England, United Kingdom",@JimMFelton These are the same people who shout #Alllivesmatter,370,136,1830,43947.78037,44130.5241,0,"[{'text': 'Alllivesmatter', 'indices': [48, 63]}]"
TalbertSwan,Global,"If #BLACKLivesMatter   makes you angry because it doesn’t say #ALLLivesMatter, but #BLUELivesMatter doesn’t upset y… https://t.co/PlwbTiO5V6",5395,163214,73896,39741.82356,44130.52362,209,"[{'text': 'BLACKLivesMatter', 'indices': [3, 20]}, {'text': 'ALLLivesMatter', 'indices': [62, 77]}, {'text': 'BLUELivesMatter', 'indices': [83, 99]}]"
lilyambas,,The Government of Cameroun by its conduct appears nervous and inconsistent in its public statements accusing the Re… https://t.co/f34BrM0Aw4,439,1318,46419,42754.84207,44130.52182,1,[]
RJTRMP,Somewhere,"The most important reason why you should vote for #Trump.  There are no new wars.
#maga #kag #trump2020 #4moreyears… https://t.co/Xr120iYFw3",430,55,1164,44037.21287,44130.50977,0,"[{'text': 'Trump', 'indices': [50, 56]}, {'text': 'maga', 'indices': [82, 87]}, {'text': 'kag', 'indices': [88, 92]}, {'text': 'trump2020', 'indices': [93, 103]}, {'text': '4moreyears', 'indices': [104, 115]}]"
SKTweet10,Bharat🇮🇳🇮🇳🇮🇳,"@hardikpandya7 Yes, But who said NO? Every life matters including animals. Now say #AllLivesMatter",483,113,21578,43474.5572,44130.50627,0,"[{'text': 'AllLivesMatter', 'indices': [83, 98]}]"
MrM48376131,,@ashoswai @officialfuckbjp @hardikpandya7 @ndtvsports Thousands of people watch cricket in America. This just shows… https://t.co/aGt0Qucppi,19,2,277,44105.24383,44130.50315,0,[]
HarshBh40062945,,"@Bhukha_bhalu @Shewants_me_raw @ItsSonalForU @Mr_LoLwa @hardikpandya7 Nothing wrong, I'm just saying… https://t.co/ZCMgvgPOBh",161,41,558,43900.43439,44130.50302,0,[]
FlourishScribe,,"Distractions are trying to take your attention off of the most important thing there is YOU!
#minorities… https://t.co/8y5SDgKhAq",40,4,862,43169.9919,44130.50054,0,"[{'text': 'minorities', 'indices': [93, 104]}]"
christopherwdc7,United States,"Help can come in different ways.

#AllLivesMatter",3218,1089,12412,43537.99661,44130.49679,0,"[{'text': 'AllLivesMatter', 'indices': [34, 49]}]"
GittosJoy,Scotland,#AllLivesMatter #spirit #SPIRITUAL #spirituality The purpose of living life on Earth is to learn to manifest the pe… https://t.co/F4I07weuvg,187,185,135,43998.71072,44130.49582,0,"[{'text': 'AllLivesMatter', 'indices': [0, 15]}, {'text': 'spirit', 'indices': [16, 23]}, {'text': 'SPIRITUAL', 'indices': [24, 34]}, {'text': 'spirituality', 'indices': [35, 48]}]"
lillysearch,,@KamalaHarris praises defunding police while LA crime rate increases 50%.  This is NOT what we want for our Country… https://t.co/QF5mhyZAJT,185,27,813,42122.49859,44130.49524,0,[]
labourlovinslag,Southend-on-Sea,@AlexIden2 aaahhhh yes of course you are an #AlLlIvEsMaTtEr kinda person. don't suppose you think refugees should drown too?,70,72,410,42560.81252,44130.49257,0,"[{'text': 'AlLlIvEsMaTtEr', 'indices': [44, 59]}]"
PalaceCfc,,"Muslim lives matter..

#AllLivesMatter https://t.co/WlO8hCp6d7",163,37,167,44011.89752,44130.49189,0,"[{'text': 'AllLivesMatter', 'indices': [23, 38]}]"
DiaryOfABrendan,,Republicans killing themselves with covid is an #alllivesmatter loophole,284,185,7261,40357.65182,44130.48986,0,"[{'text': 'alllivesmatter', 'indices': [48, 63]}]"
Sharma_ji45,UP ,"what about #BrahmanLives? #WhiteLives?

aren't they human?

#AllLivesMatter https://t.co/2LPJXKAYom",424,5015,25084,42841.2861,44130.48773,0,"[{'text': 'BrahmanLives', 'indices': [11, 24]}, {'text': 'WhiteLives', 'indices': [26, 37]}, {'text': 'AllLivesMatter', 'indices': [60, 75]}]"
ErikaPetrie2,,Definitely #DownSyndromeAwarenessMonth #AllLivesMatter #inclusion #equality #diversity #wheredifferenceisgood… https://t.co/cRUYMUOodn,169,40,67,43937.60899,44130.48714,0,"[{'text': 'DownSyndromeAwarenessMonth', 'indices': [11, 38]}, {'text': 'AllLivesMatter', 'indices': [39, 54]}, {'text': 'inclusion', 'indices': [55, 65]}, {'text': 'equality', 'indices': [66, 75]}, {'text': 'diversity', 'indices': [76, 86]}, {'text': 'wheredifferenceisgood', 'indices': [87, 109]}]"
Eiberta1,,@BritishGQ @BMW_UK This agenda is CREATING racism. Harry is stupid and controlled by MeMe. #AllLivesMatter,64,23,1050,43894.97319,44130.48663,0,"[{'text': 'AllLivesMatter', 'indices': [91, 106]}]"
